FID,IID,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
282set,SC55,0.025322,0.0162056,-0.00119214,0.0182868,0.0147216,0.00234477,0.00382043,-0.0180446,-0.018657,0.00096888,-0.00866209,0.0393054,-0.00751894,-0.0132965,0.00635549,0.00527456,-0.00386574,0.0151573,0.0113259,-0.00565208
282set,SC213R,0.00802754,0.0313995,0.0235488,0.019252,0.00190945,0.00551943,-0.00692865,0.010617,0.0560556,-0.0443123,0.0444764,0.195202,0.144256,-0.347973,-0.0735383,-0.0676204,-0.0591174,-0.0293424,0.0983014,0.0648666
282set,SC357,0.00822578,0.00557125,-0.00493431,0.0290904,0.00574151,0.018066,0.0110861,-0.0217882,-0.0280048,-0.0104322,-0.00723831,0.0953683,0.0348148,-0.120215,-0.0349645,-0.0237148,-0.000436254,-0.0227254,0.0200267,0.00296188
282set,SD40,-0.0474291,-0.00997779,0.0258362,-0.0122849,-0.0304666,-0.0257229,0.0224961,0.00575621,0.0631574,0.0361035,0.00866585,0.0314084,-0.0362438,0.0763946,0.0456474,0.0543993,-0.0845208,0.000225187,0.0129596,-0.0798912
282set,SD44,-0.0318784,0.0194019,0.0154798,0.0144479,-0.0384605,-0.028997,0.0879444,-0.0643499,0.0219278,-0.0145006,0.0403608,-0.0666303,0.0670498,-0.0162522,0.021151,0.0245933,-0.0313277,0.0340231,-0.0266475,-0.00684165
282set,Sg18,-0.0265677,0.0784547,-0.22494,-0.067034,0.0830805,0.0549453,0.163073,0.0887711,-0.0349934,-0.0106413,-0.0111747,-0.0171317,-0.00995158,0.00666225,-0.0279776,-0.00182278,-0.000164479,-0.0299153,-0.0200548,-0.0230054
282set,Sg1533,-0.0180027,0.0727518,-0.191006,-0.053681,0.072307,0.0460922,0.148464,0.069958,-0.0623353,-0.0079039,-0.0245411,-0.0196084,-0.0174148,-0.0131902,-0.0212684,-0.00838641,-0.00125762,-0.0239066,-0.0199449,-0.0232625
282set,T8,-0.0102352,0.0467286,0.0551535,0.0105086,0.0176009,0.0145131,0.0570687,-0.0529083,-0.229076,0.297966,-0.130844,0.0339066,-0.0323504,-0.0644339,0.00137739,-0.00994512,-0.0392355,0.0523675,-0.0642863,-0.0460453
282set,T232,-0.00579631,-0.00566721,-0.011607,0.023154,-0.0134166,0.00843249,-0.00502011,-0.00646576,0.0490577,0.037557,-0.000333343,0.0531851,-0.0431067,-0.0345438,-0.0165631,0.0169684,0.00182935,-0.0188594,-0.0508685,0.0066719
282set,T234,-0.0081528,0.0190239,0.00976775,0.0282835,-0.027146,-0.00275982,0.0186376,-0.0375576,-0.0288331,-0.0183569,-0.00629925,0.0431656,-0.0333919,-0.0132918,0.0258704,0.00322012,-0.0107147,-0.00448928,-0.0270451,-0.0373183
282set,Tx303,0.0355383,0.0023861,0.0012133,0.0374071,-0.00593375,-0.020999,0.0101817,-0.00658478,-0.0123139,-0.0115461,0.0121103,0.0205718,-0.0135025,0.00395304,0.0224389,-0.0172033,-0.00978752,-0.0241112,0.033277,-0.0170093
282set,Tx601,0.0794474,-0.0248032,-0.00774811,0.0276702,0.0208879,-0.0139866,-0.0149557,0.0150562,-0.0430555,-0.0030725,0.0925353,0.0799787,0.0549662,0.109255,-0.0570675,-0.00310969,0.0192291,0.0623998,0.00204843,0.00799423
282set,Tzi8,0.0716951,-0.026912,-0.00379618,0.0505612,0.030881,-0.012685,-0.00916734,0.006914,-0.00526243,0.0106522,-0.00250914,-0.0069576,0.0109434,-0.010309,0.0346212,-0.0155675,0.0238618,-0.0123787,0.0300153,-0.0469287
282set,Tzi9,0.0724212,-0.0231264,-0.0050726,0.0485,0.0147018,-0.0168603,-0.00500577,0.0168837,0.00489913,-0.0101234,-0.0524364,-0.00212346,0.0208189,0.00743952,0.0235751,-0.0102096,-0.002202,-0.0277278,0.02026,-0.0717492
282set,Tzi10,0.074257,-0.0265043,-0.00957587,0.0591952,0.0358368,-0.0164286,-0.0240308,0.012862,-0.0194262,-0.0188706,-0.0102978,-0.0160191,0.00182564,0.00268553,0.0528239,-0.0344646,0.0287426,0.0117147,0.0273388,-0.0501318
282set,Tzi11,0.0537113,-0.0250072,-0.00307421,0.0363201,0.0172957,-0.0198804,-0.0110905,-0.00441975,0.000343908,-0.0116617,-0.0269508,0.0224752,0.0182093,-0.0286487,-0.0150202,-0.0193409,0.0309472,-0.0152842,-0.00159236,-0.0238567
282set,Tzi16,0.0328042,-0.0229355,-0.000150954,0.0405591,0.00905117,-0.0287502,0.0097008,-0.0130593,0.0287427,-0.0220261,-0.0231225,0.000563282,0.000771366,-0.0123995,-0.0339713,-0.0466999,0.0200028,-0.032679,0.0694108,-0.0702795
282set,Tzi18,0.0766134,-0.0344665,-0.00982518,0.0558274,0.0308089,-0.0208279,-0.020863,0.0162255,-0.0116564,-0.0191317,-0.0176075,-0.0109037,0.0189055,0.0111241,0.0236557,-0.0397699,0.0140228,-0.00770844,0.0390497,-0.0324678
282set,Tzi25,0.0330143,-0.0459585,-0.00859144,0.0305454,0.0294131,-0.0266375,-0.011926,-0.00510719,-0.00847693,-0.0325278,-0.00230698,-0.0289216,0.0136107,0.0055155,-0.0318902,0.0215793,0.0398628,0.000704899,0.0462202,-0.0453108
282set,U267Y,0.0169168,0.0206116,0.0070706,0.0351309,-0.00522425,-0.0186045,0.0133283,-0.0351498,0.014892,0.00792144,0.036534,-0.0240344,0.0662435,-0.0230675,0.0764183,-0.00324073,-0.0130498,0.0359872,0.00645913,0.0217105
282set,Va14,-0.0270273,0.0513013,0.0563211,-0.0024522,-0.00498632,-0.0125729,0.0614315,-0.0720419,-0.103443,0.176903,0.0128438,-0.0456412,0.0994214,-0.0420083,0.0733512,0.0096967,-0.0380537,0.0550032,-0.0254515,0.0180451
282set,Va17,-0.0245795,0.0594538,0.0936272,-0.00156704,0.0222814,0.0070775,0.0766337,-0.0732356,-0.136579,0.22054,-0.0385134,-0.0528901,0.0532811,-0.0325982,0.0269923,0.00561114,-0.0279748,0.0516179,-0.0385408,-0.00809823
282set,Va22,-0.0122217,0.0435036,0.0784277,-0.00235307,0.0162249,-0.0092695,0.066783,-0.063916,-0.0964792,0.182127,-0.0518841,0.00835672,0.00666397,-0.0448167,0.000957642,-0.0113348,-0.0188417,0.024063,-0.0756091,-0.0366882
282set,Va26,-0.0387265,0.0504426,0.0231218,-0.0377855,-0.136163,-0.121526,-0.0448144,0.171575,-0.067218,-0.00356003,0.00850082,-0.0248473,0.00918854,0.0174061,-0.00662373,0.0316141,-0.0168739,-0.00109111,0.0150443,0.026595
282set,Va35,-0.0159691,0.0625602,0.0851646,-0.00390449,0.0479307,0.0391778,0.0441986,-0.0449464,-0.241517,0.303921,-0.144539,0.0111482,-0.0445376,-0.0519982,-0.0223424,-0.0180495,-0.0201071,0.0507554,-0.0447525,-0.0336811
282set,Va59,-0.0140172,0.0759206,0.116925,-0.0241358,0.0882839,0.0526107,0.0351312,-0.00709228,-0.17231,0.240954,-0.114815,-0.005081,-0.0496003,-0.0461351,-0.04414,-0.0315349,0.0114559,0.0176443,-0.0285299,-0.0135353
282set,Va85,-0.0264044,0.0559764,0.0190944,-0.0125479,-0.0457469,-0.029373,-0.0301642,0.0577258,-0.0231895,-0.0113796,-0.00255145,-0.0120354,0.015214,-0.0223992,0.0256308,-0.0133134,-0.003725,0.00428981,0.0339853,0.0162714
282set,Va99,-0.0535501,0.0264449,0.0215569,-0.00622014,-0.0724574,-0.0386503,0.0228503,0.0163829,0.0659593,0.00673787,0.0248834,-0.0367042,0.0473015,-0.0252,-0.017259,-0.00956809,0.0288777,0.0033113,-0.0559341,0.0369131
282set,VA102,-0.0142046,0.0577002,0.0892624,-0.00704612,0.0561732,0.0368263,0.0337395,-0.0260001,-0.194115,0.251221,-0.133082,0.00973605,-0.0360705,-0.0515773,-0.0212679,-0.0206558,-0.000154727,0.0236366,-0.0501582,-0.0233803
282set,VaW6,-0.00317129,0.0222982,0.0241372,-0.00187192,-0.0580818,-0.0564065,0.0104121,0.0556443,-0.0627358,0.0617956,0.00557901,-0.0274942,0.0122137,0.00913095,-0.0351185,0.0408515,-0.0149763,-0.00621403,0.0159543,0.0123472
282set,W22,-0.0323219,0.0188608,0.0187881,0.00734858,-0.0692603,-0.0255222,0.0312462,-0.0165527,0.0215048,-0.0649095,-0.0350293,0.0262557,-0.0613709,-0.0278648,-0.0873716,-0.0296928,0.0612311,-0.0568073,-0.15871,-0.0308276
282set,W64A,-0.0323256,0.0258327,0.0496879,0.0206015,-0.0393285,-0.0558936,0.127375,-0.129051,0.052723,-0.0225877,0.0393444,-0.128117,0.0833701,0.08681,-0.0428546,-0.0142481,-0.012475,0.0482762,0.160381,0.00499986
282set,W117Ht,-0.0139263,0.0272745,-0.00283584,0.00277404,-0.00858481,-0.0106647,-0.00651404,-0.0401047,-0.0205444,-0.00481872,-0.0352289,0.0266173,-0.0718504,0.0146965,0.0171839,-0.0210956,-0.0137923,0.0147341,-0.0119429,-0.0182224
282set,W153R,-0.0191756,0.0371426,0.00636241,0.0108153,-0.0649083,-0.0399628,-0.0144264,0.0347997,-0.0149826,-0.062556,-0.0213058,0.0207893,-0.0570311,0.00792286,0.000951552,0.00288423,0.0210126,0.0385183,-0.0385441,-0.0208009
282set,W182B,-0.0373979,0.0324805,0.00590381,-0.00253324,-0.0478969,-0.0129331,-0.00150088,-0.0288183,0.00604982,-0.044951,-0.0111068,0.0189832,-0.0444408,-0.0088649,-0.0350757,-0.0105168,0.0245668,-0.0621772,-0.125701,-0.0260317
282set,WD,-0.0230191,0.0579497,-0.015377,-0.00891371,-0.0157381,-0.00784974,-0.0262043,-0.0242673,0.0243291,-0.0280785,-0.00573132,0.0154778,-0.0307253,0.0167018,0.0460296,-0.00396033,-0.0106221,-0.0220308,-0.0434233,-0.0258695
282set,Wf9,-0.03592,0.0343784,0.0460876,0.0430972,-0.0676533,-0.0360582,0.145476,-0.176145,0.0128737,0.0301622,0.118457,-0.170834,0.216645,0.00123166,0.0838596,0.0377231,-0.0433939,0.0568751,-0.00581928,0.0334518
282set,Yu796,-0.0175877,0.0463026,0.0682141,-0.0174664,0.0487123,0.030984,-0.00654886,-0.0114626,-0.00808937,-0.003471,-0.0143663,0.014073,-0.0534197,-0.000184781,0.00239107,0.00758808,0.0351255,0.000454601,0.0107233,0.0355366
